,lamb,lamb_unit,ti,ti_unit,T_out,T_out_unit,pr,pr_unit,dp,dp_unit,eta,eta_unit,Q_loss,Q_loss_unit
combustion,2.0176321394660994,-,575302503.3036628,W,1497.50244107976,C,1.0,-,0.0,bar,0.9900000000000001,-,-5753025.033036569,W
