,Q,Q_unit,kA,kA_unit,KDTA,KDTA_unit,DTM,DTM_unit,DT_log,DT_log_unit,DTU,DTU_unit,DTL,DTL_unit,DTN_min,DTN_min_unit,pr1,pr1_unit,pr2,pr2_unit,dp1,dp1_unit,dp2,dp2_unit,hf1,hf1_unit,hf2,hf2_unit,fA,fA_unit,exm1,exm1_unit,exm2,exm2_unit,zeta1,zeta1_unit,zeta2,zeta2_unit,eff_cold,eff_cold_unit,eff_hot,eff_hot_unit,eff_max,eff_max_unit,superheat_dT,superheat_dT_unit
evaporator,-56489921.81421981,W,2029546.6189406142,W/K,2027779.4267501985,W/K,7.499962644907782,C,27.833764096390407,C,69.45523112928765,C,7.498741178939781,C,7.498741178939781,C,1.0,-,0.9999800998985094,-,0.0,bar,0.002,bar,50.0,W/m^2*K,500.0,W/m^2*K,40555.58853500397,m^2,0.61,-,0.784,-,0.0,(Pa*s)/(m^3*s),0.5998231199236322,(Pa*s)/(m^3*s),0.08203194805465717,-,0.8919963758809097,-,0.8919963758809097,-,0.0,C
