,Q,Q_unit,kA,kA_unit,KDTA,KDTA_unit,DTM,DTM_unit,DT_log,DT_log_unit,DTU,DTU_unit,DTL,DTL_unit,DTN_min,DTN_min_unit,pr1,pr1_unit,pr2,pr2_unit,dp1,dp1_unit,dp2,dp2_unit,hf1,hf1_unit,hf2,hf2_unit,fA,fA_unit,exm1,exm1_unit,exm2,exm2_unit,zeta1,zeta1_unit,zeta2,zeta2_unit,eff_cold,eff_cold_unit,eff_hot,eff_hot_unit,eff_max,eff_max_unit,superheat_dT,superheat_dT_unit
evaporator1,-20539539.055960104,W,346847.21153690293,W/K,341016.37564300944,W/K,5.000023199606517,C,59.21782955944217,C,232.31720476093142,C,5.000023199618681,C,5.000023199618681,C,1.0,-,1.0,-,0.0,bar,0.0,bar,50.0,W/m^2*K,500.0,W/m^2*K,6820.327512860189,m^2,0.61,-,0.784,-,0.0,(Pa*s)/(m^3*s),0.0,(Pa*s)/(m^3*s),0.07643190160453522,-,0.9790467425074356,-,0.9790467425074356,-,0.0,C
evaporator2,-1056236.6912609248,W,106939.76874149061,W/K,106878.56010236651,W/K,4.9994877913126174,C,9.876930759165976,C,17.207433551316626,C,4.999487792459547,C,4.999487792459547,C,1.0,-,1.0,-,0.0,bar,0.0,bar,50.0,W/m^2*K,500.0,W/m^2*K,2137.57120204733,m^2,0.61,-,0.784,-,0.0,(Pa*s)/(m^3*s),0.0,(Pa*s)/(m^3*s),0.09814694128321831,-,0.7097855408906261,-,0.7097855408906261,-,0.0,C
