,Q,Q_unit,kA,kA_unit,KDTA,KDTA_unit,DTM,DTM_unit,DT_log,DT_log_unit,DTU,DTU_unit,DTL,DTL_unit,DTN_min,DTN_min_unit,pr1,pr1_unit,pr2,pr2_unit,dp1,dp1_unit,dp2,dp2_unit,hf1,hf1_unit,hf2,hf2_unit,fA,fA_unit,exm1,exm1_unit,exm2,exm2_unit,zeta1,zeta1_unit,zeta2,zeta2_unit,eff_cold,eff_cold_unit,eff_hot,eff_hot_unit,eff_max,eff_max_unit,supercooling_dT,supercooling_dT_unit
condenser,-22738996.81066906,W,2605700.9860987114,W/K,2604718.654812542,W/K,,C,8.726633229207998,C,5.0,C,13.960379028901741,C,5.0,C,1.0,-,0.9833333333333333,-,0.0,bar,0.05,bar,50.0,W/m^2*K,500.0,W/m^2*K,5209.437309625084,m^2,0.61,-,0.784,-,0.0,(Pa*s)/(m^3*s),16.73515930234213,(Pa*s)/(m^3*s),0.6420218427379021,-,0.9739169803113031,-,0.9739169803113031,-,0.0,C
