,Q,Q_unit,kA,kA_unit,KDTA,KDTA_unit,DTM,DTM_unit,DT_log,DT_log_unit,DTU,DTU_unit,DTL,DTL_unit,DTN_min,DTN_min_unit,pr1,pr1_unit,pr2,pr2_unit,dp1,dp1_unit,dp2,dp2_unit,hf1,hf1_unit,hf2,hf2_unit,fA,fA_unit,exm1,exm1_unit,exm2,exm2_unit,zeta1,zeta1_unit,zeta2,zeta2_unit,eff_cold,eff_cold_unit,eff_hot,eff_hot_unit,eff_max,eff_max_unit,DTNS,DTNS_unit
heatexchanger_d,-21509117.684997957,W,144942.96744909568,W/K,145257.0486236005,W/K,,C,148.39711138487633,C,254.0239523234818,C,77.11479142828034,C,77.11479142828034,C,1.0,-,0.9997414927508838,-,0.0,bar,0.04990479983195663,bar,50.0,W/m^2*K,500.0,W/m^2*K,3195.655069719211,m^2,0.61,-,0.784,-,0.0,(Pa*s)/(m^3*s),14.917862771249018,(Pa*s)/(m^3*s),0.016767408193477107,-,0.6898492562905584,-,0.6898492562905584,-,111.40908995409427,C
