,P,P_unit,pr,pr_unit,dp,dp_unit,eta_s,eta_s_unit
condense_pump,232640.25030438934,W,68.96551724137932,-,-3.942,bar,0.7999999999999765,-
recycle_pump,14788527.442128686,W,52.93150684931507,-,-189.55,bar,0.8000000000000009,-
