,Q,Q_unit,kA,kA_unit,KDTA,KDTA_unit,DTM,DTM_unit,DT_log,DT_log_unit,DTU,DTU_unit,DTL,DTL_unit,DTN_min,DTN_min_unit,pr1,pr1_unit,pr2,pr2_unit,dp1,dp1_unit,dp2,dp2_unit,hf1,hf1_unit,hf2,hf2_unit,fA,fA_unit,exm1,exm1_unit,exm2,exm2_unit,zeta1,zeta1_unit,zeta2,zeta2_unit,eff_cold,eff_cold_unit,eff_hot,eff_hot_unit,eff_max,eff_max_unit,DTNS,DTNS_unit
heatexchanger_d,-17388363.941586304,W,144720.02443052563,W/K,145257.0486629894,W/K,,C,120.15174824637879,C,191.99544731154867,C,68.95102780803393,C,68.95102780803393,C,1.0,-,0.9997409997409997,-,0.0,bar,0.05,bar,50.0,W/m^2*K,500.0,W/m^2*K,3195.6550705857667,m^2,0.61,-,0.784,-,0.0,(Pa*s)/(m^3*s),14.917860865507544,(Pa*s)/(m^3*s),0.015089488277991791,-,0.632192237817062,-,0.632192237817062,-,100.00000000000017,C
