,Q,Q_unit,T_out1,T_out1_unit,pr1,pr1_unit,dp1,dp1_unit,T_out2,T_out2_unit,pr2,pr2_unit,dp2,dp2_unit
boiler,-1586730920.8002121,W,530.0000000000011,C,0.9223300970873787,-,3.2,bar,529.9999999986525,C,0.9896373056994818,-,2.0,bar
