,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
hot_side---pressure (bar),3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51
hot_side---enthalpy (kJ / kg),3035.74658010286,2619.1525522173097,2594.9419788556415,2569.777938727902,2543.6227262965276,2516.4371331419593,2488.180387226792,2458.8100896423543,2428.2821487441424,2396.550711559356,2363.5680923515533,2329.284698221606,2293.6489516190472,2256.6072096324074,2218.103679921705,2178.080333150508,2136.4768117689346,2093.23033499301,2048.2755998192065,2001.5446779067154,2001.5445905424958,1950.967415464022,1898.307920683622,1843.4797050598993,1786.3927350410174,1726.9531890663764,1665.0632951890668,1600.6211616287167,1533.520599953518,1463.6509405796992,1390.8968402661278,1315.1380812709656,1236.2493618266426,1154.1000775790446,1068.5540936265281,979.4695067840416,886.6983976881004,790.086572348669,689.4732927451856,584.6909960549707
hot_side---temperature (C),284.07480902212865,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.9573855953098,138.9573855953097,138.95738559530974,138.95738559530974,138.9573855953097,138.95738559530974,138.9573855953097,138.9573855953098,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974,138.9573855953097,138.9573855953098,138.9573855953097,138.9573855953097,138.95738559530974,138.95738559530974,138.9573855953098,138.9573855953098,138.95738559530974,138.95738559530974,138.95738559530974,138.95738559530974
hot_side---vapor mass fraction (-),,0.947407584640178,0.9361332104639469,0.9244148261056887,0.9122348728594344,0.8995750921574759,0.8864164972869109,0.8727393439338026,0.8585230995113866,0.8437464112179452,0.8283870727708159,0.8124219897602579,0.7958271435645573,0.7785775537651682,0.7606472389981748,0.7420091761756743,0.7226352580078653,0.7024962487538576,0.6815617381261455,0.6598000932707688,0.6598000525870193,0.6362472854512236,0.611724824160591,0.5861924334516772,0.5596081865209873,0.5319283925659867,0.5031075211691619,0.47309812338991014,0.44185074942398667,0.4093138626853415,0.37543375016025154,0.3401544288786373,0.30341754834249857,0.26516228874656556,0.22532525482148005,0.1838403651250077,0.1406387366023388,0.09564856423203051,0.0487949955700248,0.0
hot_side---differ number (),54.38395517299517,2.0,2.0,2.0,2.0,2.0,2.0,2.0000000304219965,1.9999999695780035,1.9999999695780035,2.0000000304219965,2.0,2.0,1.9999999695780035,2.0,1.9999999695780035,2.0,1.9999999695780035,2.0,2.0,2.0,2.0000000304219965,2.0,2.0,2.0,2.0,2.0,1.9999999695780035,1.9999999695780035,2.0,2.0000000304219965,2.0000000304219965,2.0,2.0000000304219965,1.9999999695780035,2.000000060843993,1.9999999695780035,2.000000060843993,2.0,14.503756318449346
cold_side---pressure (bar),3.944053946081024,3.945391761245331,3.946729576409639,3.948067391573946,3.9494052067382537,3.950743021902561,3.9520808370668687,3.9534186522311763,3.954756467395484,3.956094282559791,3.957432097724099,3.958769912888406,3.960107728052713,3.961445543217021,3.962783358381328,3.964121173545636,3.965458988709943,3.9667968038742507,3.9681346190385582,3.9694724342028658,3.9694724342028658,3.970810249367173,3.972148064531481,3.973485879695788,3.9748236948600955,3.976161510024403,3.9774993251887105,3.978837140353018,3.9801749555173256,3.9815127706816327,3.9828505858459406,3.9841884010102477,3.985526216174555,3.986864031338863,3.98820184650317,3.989539661667478,3.990877476831785,3.9922152919960925,3.9935531071604005,3.9948909223247075
cold_side---enthalpy (kJ / kg),572.8313493336769,548.0115293298918,546.5691128937393,545.0698908580597,543.5116168040548,541.8919547742911,540.2084756541828,538.4586534034817,536.6398611322013,534.7493670140183,532.7843300303006,530.7417955375645,528.6186906508593,526.4118194352507,524.1178578972505,521.7333487676979,519.2546960672373,516.6781594451828,513.9998482821669,511.21571554659727,511.21571034166055,508.2024257102915,505.06508073063935,501.7985277994404,498.3974029018474,494.8561163411994,491.16884306490033,487.3295125691036,483.3317983642595,479.16910698295055,474.8345665108143,470.32101462070744,465.6209860896333,460.7266997773357,455.63004504485,450.32256759068565,444.79545468174746,439.0395197555258,433.04518636955845,426.80247147363383
cold_side---temperature (C),136.17788829917123,130.36228098638884,130.02378645868436,129.67190591839574,129.30610582062127,128.92583105835342,128.5305040687013,128.11952390589937,127.6922652728619,127.24807751192077,126.7862835526667,126.30617881509636,125.80703006610537,125.28807422740346,124.74851713281373,124.18753223280117,123.6042592441242,122.99780274226862,122.36723069443065,121.71157293055415,121.71157170468155,121.00175504789536,120.2625013590253,119.4925740120994,118.69068344873949,117.85548487090671,116.98557583417852,116.07949373793605,115.13571320861587,114.15264337229206,113.12862501283098,112.06192761179932,110.9507462663417,109.79319848134435,108.58732083223885,107.33106549477236,106.02229663836317,104.65878667960095,103.2382123927568,101.75815087411593
cold_side---vapor mass fraction (-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cold_side---differ number (),3.4920905750184366,3.496314052913842,3.4965489413011426,3.4967916759157562,3.497042680878078,3.4973022534348805,3.497570326524392,3.4978472590177168,3.498133500409974,3.4984289310774628,3.498733899016404,3.4990487485980606,3.499373514259557,3.4997085657468796,3.500053794311209,3.50040978900865,3.5007765208395165,3.501154354112354,3.5015432290153123,3.5019433884207536,3.5019435007945336,3.502371969330121,3.502812951229849,3.503266763677776,3.5037334121113415,3.5042126572831434,3.5047048055023557,3.5052099383305935,3.5057279307067137,3.5062587626934336,3.5068022331054376,3.5073582422563074,3.507926454837184,3.508506794723893,3.509098859545804,3.5097022741194897,3.5103163333901053,3.5109409412961936,3.511574948725231,3.5122177394339076
