,Q,Q_unit,kA,kA_unit,KDTA,KDTA_unit,DTM,DTM_unit,DT_log,DT_log_unit,DTU,DTU_unit,DTL,DTL_unit,DTN_min,DTN_min_unit,pr1,pr1_unit,pr2,pr2_unit,dp1,dp1_unit,dp2,dp2_unit,hf1,hf1_unit,hf2,hf2_unit,fA,fA_unit,exm1,exm1_unit,exm2,exm2_unit,zeta1,zeta1_unit,zeta2,zeta2_unit,eff_cold,eff_cold_unit,eff_hot,eff_hot_unit,eff_max,eff_max_unit,supercooling_dT,supercooling_dT_unit
condenser,-24052158.459304564,W,1415279.9373608762,W/K,1414140.9629684696,W/K,,C,16.994629701425357,C,6.7609204160481795,C,34.41865517043777,C,6.7609204160481795,C,1.0,-,0.9833333333333333,-,0.0,bar,0.05,bar,50.0,W/m^2*K,500.0,W/m^2*K,2828.2819259369394,m^2,0.61,-,0.784,-,0.0,(Pa*s)/(m^3*s),141.8768198918969,(Pa*s)/(m^3*s),0.8035959182076217,-,0.9392732284463177,-,0.9392732284463177,-,0.0,C
