,P,P_unit,pr,pr_unit,dp,dp_unit,eta_s,eta_s_unit
evaporate_pump1,0.0,W,1.0,-,0.0,bar,0.8,-
evaporate_pump2,0.0,W,1.0,-,0.0,bar,0.8,-
extract_pump_turbine3,18.92339176706461,W,1.1666666666666667,-,-0.25,bar,0.7999999997991418,-
extract_pump_turbine4,115.47504579379253,W,4.0,-,-1.5,bar,0.8000000001786789,-
recycle_pump1,2565.000275502755,W,50.0,-,-1.96,bar,0.8000000000000237,-
recycle_pump21,72681.33920994218,W,32.266666666666666,-,-46.9,bar,0.7999999999999963,-
recycle_pump22,525.7360440710147,W,6.133333333333334,-,-7.7,bar,0.8000000000000115,-
