,Q,Q_unit,pr1,pr1_unit,pr2,pr2_unit,dp1,dp1_unit,dp2,dp2_unit,zeta1,zeta1_unit,zeta2,zeta2_unit
deaerator,-1129567.7205620918,W,1.0,-,1.0,-,0.0,bar,0.0,bar,0.0,(Pa*s)/(m^3*s),0.0,(Pa*s)/(m^3*s)
