,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
hot_side---pressure (bar),0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251
hot_side---enthalpy (kJ / kg),772.6261708388735,767.294257888084,761.7383247114784,755.9489550376999,749.9163363933609,743.6302434029166,737.0800203828344,730.2545632002194,723.1423003646466,715.7311733209297,708.0086159088748,699.9615329548725,691.5762779587006,682.8386298372492,673.7337686855325,664.2462505134642,654.3599809153427,644.0581876273262,633.3233919260706,622.1373788201852,622.1373646636164,609.9696695743856,597.2680274955387,584.0089849027396,570.1680565586661,555.7196800838187,540.637168537382,524.8926609242727,508.45707054199016,491.30003107815423,473.3898403670201,454.693401711342,435.17616267376593,414.8020512406586,393.5334092602595,371.3309230573925,348.15355112745203,323.95844881543906,298.70088988963334,272.33418492664225
hot_side---temperature (C),65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.05209069742506,65.052090697425,65.05209069742494,65.05209069742506,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.052090697425,65.05209069742506,65.05209069742506,65.052090697425,65.052090697425,65.052090697425,65.052090697425
hot_side---vapor mass fraction (-),0.21332044240959414,0.21104695800132814,0.20867795318692853,0.20620941294471126,0.20363715331566232,0.20095681428263878,0.19816385234866413,0.19525353280159347,0.19222092165182406,0.18906087722929205,0.18576804142527817,0.1823368305640359,0.17876142588862615,0.1750357636446293,0.1711535247448384,0.1671081239972243,0.16289269887781857,0.15850009782944322,0.15392286806632202,0.14915324286395948,0.14915323682771342,0.1439650303950101,0.13854915329946274,0.132895605148644,0.12699394563608238,0.12083327517062441,0.11440221465729818,0.10768888439392092,0.10068088204661475,0.09336525966623462,0.08572849970660254,0.07775649000462666,0.06943449768144772,0.06074714192321397,0.051678365599649265,0.04221140567872943,0.032328762395984534,0.02201216713825142,0.011242549003323908,0.0
hot_side---differ number (),2.0,2.0,1.9999999884828015,2.0,2.0,2.0,2.0,2.0000000115171983,2.0,2.0,2.0000000115171983,1.9999999884828015,1.9999999884828015,2.0,1.9999999884828015,2.0,2.0,2.0,2.0,1.9999999884828015,2.0,2.0,1.9999999884828015,2.0,2.0,2.0,1.9999999884828015,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0000000115171983,2.0,2.0000000115171983,2.0000000115171983,1.9999999884828015,6.838494451434265
cold_side---pressure (bar),3.85,3.8513157894736842,3.8526315789473684,3.853947368421053,3.855263157894737,3.856578947368421,3.857894736842105,3.859210526315789,3.860526315789474,3.861842105263158,3.863157894736842,3.8644736842105263,3.865789473684211,3.867105263157895,3.868421052631579,3.869736842105263,3.871052631578947,3.8723684210526312,3.873684210526316,3.875,3.875,3.876315789473684,3.8776315789473688,3.878947368421053,3.880263157894737,3.881578947368421,3.882894736842105,3.884210526315789,3.8855263157894737,3.886842105263158,3.888157894736842,3.889473684210526,3.890789473684211,3.892105263157895,3.893421052631579,3.894736842105263,3.896052631578947,3.8973684210526316,3.8986842105263158,3.9
cold_side---enthalpy (kJ / kg),251.7048778262343,250.82597179235466,249.91013853741987,248.95582589473312,247.96141638813774,246.92522447918847,245.84549369799578,244.72039365282365,243.54801691329018,242.3263757618519,241.05339880797428,239.7269274591959,238.3447122430485,236.90440897352053,235.40357475553222,233.83966382057622,232.21002318642766,230.51188813355185,228.7423774904905,226.8984887202578,226.8984863867062,224.892778354517,222.7990551511731,220.6134507263011,218.33192896321597,215.95027619042878,213.46409336513355,210.8687879148493,208.1595652229779,205.33141974358793,202.3791257303071,199.29722756388966,196.0800296626643,192.72158595985735,189.21568893161907,185.55585815963707,181.7353284123012,177.74703722888756,173.5836119918582,169.23735647355213
cold_side---temperature (C),60.0520906978403,59.842015788642755,59.6231107733995,59.39500411375849,59.15730861082767,58.909620743402115,58.6515199782076,58.382568050840234,58.10230821644524,57.81026446855742,57.50594072498188,57.18881997932982,56.85836341664509,56.51400949186814,56.15517296935593,55.781243922032445,55.39158668860091,54.98553878684447,54.562409781591896,54.12148010542427,54.12147954742443,53.641837753949744,53.141129101633226,52.61842691289695,52.07276369915297,51.50312937060181,50.908469370157775,50.28768272873356,49.63962003951269,48.963081348660126,48.256813960026136,47.5195101520539,46.74980480483117,45.94627293609244,45.10742714521638,44.23171496554551,43.31751612547606,42.36313972119018,41.36682130460093,40.32671989322199
cold_side---vapor mass fraction (-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cold_side---differ number (),3.5963509033175782,3.5963861296319024,3.5964224798469586,3.596460158998691,3.5964993702245627,3.596539450954717,3.59658090428661,3.596623677062774,3.5966678357300434,3.596713473313985,3.5967607815611773,3.596808875779489,3.5968589766921815,3.5969102565615545,3.5969628729615275,3.5970173650606947,3.597072333678584,3.597129851956411,3.59718817898713,3.5972478976043964,3.597248172884137,3.597311703651183,3.597376764593888,3.597442846919353,3.597511032761728,3.5975795641276385,3.5976487143983444,3.5977191537376263,3.5977898873414578,3.597861239850084,3.5979325790693437,3.59800397144607,3.5980731388031044,3.5981427598970903,3.598210100915435,3.5982748258270094,3.5983366346718197,3.5983947851438085,3.5984473711680858,3.598493652337075
