,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
hot_side---pressure (bar),0.9,0.8994736842105263,0.8989473684210527,0.8984210526315789,0.8978947368421052,0.8973684210526316,0.8968421052631579,0.8963157894736843,0.8957894736842106,0.8952631578947368,0.8947368421052632,0.8942105263157895,0.8936842105263157,0.8931578947368422,0.8926315789473684,0.8921052631578948,0.891578947368421,0.8910526315789473,0.8905263157894737,0.89,0.89,0.8894736842105263,0.8889473684210527,0.8884210526315789,0.8878947368421052,0.8873684210526316,0.8868421052631579,0.8863157894736843,0.8857894736842106,0.8852631578947368,0.8847368421052632,0.8842105263157894,0.8836842105263157,0.8831578947368421,0.8826315789473684,0.8821052631578948,0.881578947368421,0.8810526315789473,0.8805263157894737,0.88
hot_side---enthalpy (kJ / kg),1299.8155692240166,1242.7363872537944,1191.2624308966008,1144.9004973419974,1103.1978050900682,1065.7275208639253,1032.09528845544,1001.9376209771767,974.9203203061537,950.7369024778443,929.1070186560245,909.7748705306228,892.5076260042638,877.0938456517187,863.341932836951,851.0786209240221,840.1475101907886,830.4076653210582,821.7322821269794,814.0074297668051,814.0074188810685,807.8124572280772,802.2324263959574,797.2070128162462,792.681680463542,788.6071437263884,784.9388833272252,781.6367027636772,778.6643226845509,775.9890106112908,773.5812434568651,771.4144003684013,769.4644835183195,767.7098645837448,766.1310547795792,764.7104964419466,763.4323742920383,762.282444642814,761.2478809403892,760.3171341567379
hot_side---temperature (C),762.78077438923,716.3389775040431,674.0989691954959,635.7428575551684,600.9744968832066,569.5079217458785,541.0733596379582,515.4167671486657,492.2995079402534,471.49809867236013,452.8039615318812,436.02313798223213,420.9759349786224,407.49649005642027,395.43225404934515,384.6433991822288,375.00216597469375,366.39216524375865,358.70765214342737,351.852788290548,351.8527786226076,346.3471094798964,341.38154564236265,336.9043269466649,332.8684212090661,329.2311366457333,325.95375748146387,323.0012031256623,320.34171083101535,317.9465413870888,315.78970712579985,313.8477213155372,312.0993678831379,310.5254903164995,309.1087985550839,307.83369266214424,306.68610208364976,305.6533393284227,304.7239669468171,303.88767673723805
hot_side---vapor mass fraction (-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot_side---differ number (),6.775558013232343,6.817310256334911,6.857674729440273,6.896346717239854,6.933072580151099,6.967666384169096,7.000004593253241,7.030023328400654,7.0577125038057025,7.0831079726645,7.106282778324914,7.1273381105691485,7.14639498566178,7.163586780843131,7.179052988501464,7.192934297248497,7.205368768695412,7.216489136735462,7.226420964622676,7.235281549271384,7.235281562674447,7.242396270912051,7.248809714088955,7.254588401559339,7.259793273704305,7.264479889574772,7.2686988557895225,7.272496097947245,7.275913252666164,7.278987972503731,7.2817543246977925,7.2842430525263255,7.286481866824089,7.2884957911115125,7.290307359289894,7.291936856896551,7.293402565710739,7.2947209346427115,7.295906770727391,7.296973403311894
cold_side---pressure (bar),34.998,34.99805263157895,34.998105263157896,34.99815789473684,34.99821052631579,34.99826315789474,34.998315789473686,34.99836842105263,34.99842105263158,34.99847368421052,34.998526315789476,34.99857894736842,34.99863157894737,34.998684210526314,34.99873684210526,34.99878947368421,34.99884210526316,34.998894736842104,34.99894736842105,34.999,34.999,34.99905263157895,34.999105263157894,34.99915789473684,34.999210526315785,34.99926315789474,34.999315789473684,34.99936842105264,34.999421052631575,34.99947368421053,34.999526315789474,34.99957894736842,34.999631578947366,34.99968421052631,34.999736842105264,34.99978947368421,34.99984210526316,34.9998947368421,34.999947368421054,35.0
cold_side---enthalpy (kJ / kg),1769.7598785052821,1748.2473910818624,1728.8474487465733,1711.3741690307015,1695.6569037927309,1681.5347844780674,1668.8591827659313,1657.493104627596,1647.3105946329126,1638.1961424994147,1630.0440879740067,1622.7580236146339,1616.2501976807548,1610.4409210840008,1605.2579832551091,1600.6360819911072,1596.5162720349067,1592.845436486222,1589.575784304568,1586.6643762655965,1586.6643721630915,1584.3295623419194,1582.2265128770393,1580.3324922779457,1578.6269465436858,1577.0913004939578,1575.708775324904,1574.4642214369342,1573.3439655597006,1572.3356711983733,1571.4282114408888,1570.6115531938694,1569.8766519520125,1569.2153562490953,1568.6203209860848,1568.0849288813329,1567.603219338091,1567.1698240744788,1566.7799089098091,1566.429121148202
cold_side---temperature (C),394.82345470044766,384.5153885666381,375.229710430699,366.9091017940684,359.4246905278668,352.6998725584782,346.6638724950551,341.2514550858226,336.40264155451996,332.0624270047339,328.1804970302288,324.7109433252642,321.61197934672543,318.8456579096745,316.37759302874883,314.176688416818,312.21487490384027,310.46685872777493,308.9098822502956,307.52349822171266,307.52349626813884,306.41168281946045,305.4102314452068,304.5083176260895,303.6961537426072,302.9648944708068,302.3065499040897,301.7139059474122,301.1804515196569,300.70031209947604,300.26818915731553,299.8793050296622,299.52935280922895,299.21445084543393,298.9311014720705,298.67615360263983,298.44676885773765,298.2403909126591,298.0547177766008,297.8876767372391
cold_side---vapor mass fraction (-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cold_side---differ number (),3.0645434610508713,3.0645434610508713,3.0579313894406503,3.0579313907035157,3.0579313907035157,3.0579313894406503,3.0579313894406503,3.0579313894406503,3.0579313894406503,3.0579313907035157,3.0579313894406503,3.0579313894406503,3.0579313894406503,3.057931388177785,3.057931388177785,3.0579313907035157,3.0579313894406503,3.0579313894406503,3.0579313894406503,3.0579313894406503,3.057931388177785,3.0579313894406503,3.0579313894406503,3.0579313894406503,3.057931388177785,3.0579313907035157,3.057931388177785,3.057931388177785,3.0579313894406503,3.0579313907035157,3.0579313894406503,3.0579313894406503,3.057931388177785,3.0579313894406503,3.057931388177785,3.0579313894406503,3.0579313894406503,3.0579313894406503,3.0579313894406503,3.0579313894406503
